NOC,Event,Gam_Med_Bro,Gam_Med_Sil,Gam_Med_Gol,Gam_Med_Non
RUS,Diving Men's Synchronized Springboard,0,6,0,4
RUS,Diving Men's Platform,2,0,1,9
RUS,Diving Men's Synchronized Platform,2,0,2,6
URS,Swimming Men's 200 metres Backstroke,0,0,1,8
LAT,Modern Pentathlon Men's Team,0,0,0,3
POL,Archery Men's Individual,0,0,0,15
POL,Archery Men's Team,0,0,0,6
RUS,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",0,0,0,2
RUS,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",0,0,0,2
HUN,"Shooting Mixed Rapid-Fire Pistol, 25 metres",0,0,0,5
AUS,Rowing Women's Coxless Fours,0,0,0,4
BEL,"Canoeing Men's Kayak Singles, Slalom",0,0,0,1
ROU,Weightlifting Men's Lightweight,1,1,0,5
IRL,Swimming Women's 100 metres Freestyle,0,0,0,4
USA,"Speed Skating Women's 5,000 metres",0,0,0,14
GBR,Synchronized Swimming Women's Solo,0,0,0,9
RSA,Cycling Men's BMX,0,0,0,3
TJK,Athletics Women's Marathon,0,0,0,3
GER,"Wrestling Men's Bantamweight, Freestyle",1,0,0,6
SAM,Athletics Men's 200 metres,0,0,0,1
USA,Bobsleigh Men's Four/Five,0,5,5,0
JPN,Athletics Women's 100 metres,0,0,0,8
JPN,Athletics Women's 4 x 100 metres Relay,0,0,0,12
CAN,Judo Men's Half-Middleweight,1,0,0,6
SLE,Weightlifting Men's Light-Heavyweight,0,0,0,1
BEN,Judo Men's Lightweight,0,0,0,1
JPN,Sailing Men's Two Person Dinghy,2,0,0,14
JPN,Sailing Women's One Person Dinghy,0,0,0,5
JPN,Snowboarding Women's Boardercross,0,0,0,3
NZL,Swimming Women's 200 metres Butterfly,0,0,0,6
PER,"Fencing Women's Foil, Individual",0,0,0,1
CZE,"Canoeing Men's Canadian Singles, 500 metres",0,0,1,2
CZE,"Canoeing Men's Canadian Singles, 1,000 metres",0,0,1,3
UZB,"Wrestling Men's Middleweight, Greco-Roman",0,0,1,2
IRL,Rowing Men's Lightweight Double Sculls,0,2,0,4
CZE,Rowing Men's Double Sculls,0,0,0,2
CZE,Rowing Men's Quadruple Sculls,0,4,0,4
TCH,Archery Women's Individual,0,0,0,2
HUN,"Shooting Men's Running Target, 50 metres",0,0,0,2
TCH,Boxing Men's Bantamweight,0,0,0,3
TCH,Athletics Men's 10 kilometres Walk,0,0,0,3
CZE,Snowboarding Women's Parallel Giant Slalom,0,0,0,3
RUS,Table Tennis Women's Singles,0,0,0,13
RUS,Freestyle Skiing Men's Moguls,1,1,0,16
MGL,"Wrestling Men's Super-Heavyweight, Freestyle",0,0,0,6
KAZ,Modern Pentathlon Women's Individual,0,0,0,5
BLR,Cross Country Skiing Men's 10 kilometres,0,0,0,8
BLR,Cross Country Skiing Men's 30 kilometres,0,0,0,12
BLR,Cross Country Skiing Men's 10/15 kilometres Pursuit,0,0,0,6
BLR,Cross Country Skiing Men's 4 x 10 kilometres Relay,0,0,0,16
BLR,Cross Country Skiing Men's 50 kilometres,0,0,0,17
BLR,Cross Country Skiing Men's 10/10 kilometres Pursuit,0,0,0,4
BLR,Cross Country Skiing Men's 15 kilometres,0,0,0,11
BLR,Cross Country Skiing Men's 30 km Skiathlon,0,0,0,5
BLR,Cross Country Skiing Men's Team Sprint,0,0,0,2
AUT,"Equestrianism Men's Dressage, Individual",1,0,0,8
AUT,"Equestrianism Men's Dressage, Team",0,0,0,6
GER,Athletics Women's 800 metres,1,0,1,16
AUT,"Shooting Mixed Free Pistol, 50 metres",2,0,0,3
UKR,Athletics Men's 4 x 100 metres Relay,0,0,0,4
TUR,Swimming Women's 50 metres Freestyle,0,0,0,1
TUR,Swimming Women's 100 metres Freestyle,0,0,0,1
EUN,Synchronized Swimming Women's Solo,0,0,0,3
POL,Tennis Women's Singles,0,0,0,9
POL,Tennis Women's Doubles,0,0,0,14
POL,Figure Skating Men's Singles,0,0,0,4
BEL,Alpine Skiing Women's Downhill,0,0,0,3
BEL,Alpine Skiing Women's Giant Slalom,0,0,0,2
SWE,Biathlon Women's 10 kilometres Pursuit,0,0,0,6
PHI,Diving Men's Springboard,0,0,0,1
FRG,"Canoeing Women's Kayak Fours, 500 metres",0,0,0,8
POR,Sailing Men's Two Person Keelboat,0,0,0,4
BRA,Athletics Men's Hammer Throw,0,0,0,4
PER,Weightlifting Men's Heavyweight,0,0,0,2
ARG,Boxing Men's Welterweight,1,2,0,12
CHI,Alpine Skiing Men's Combined,0,0,0,18
ESP,"Athletics Women's 1,500 metres",0,0,0,14
ESP,"Athletics Women's 3,000 metres Steeplechase",0,0,0,6
MEX,Weightlifting Women's Lightweight,0,0,1,1
ESP,Rowing Women's Single Sculls,0,0,0,2
CUB,Rowing Women's Lightweight Double Sculls,0,0,0,10
GER,"Art Competitions Mixed Literature, Unknown Event",0,0,0,2
GDR,"Shooting Mixed Rapid-Fire Pistol, 25 metres",0,2,1,4
NED,Shooting Mixed Skeet,0,1,0,10
NED,Shooting Men's Skeet,0,0,0,6
BLR,Biathlon Women's 12.5 kilometres Mass Start,0,0,1,6
BUL,Table Tennis Men's Singles,0,0,0,1
AUS,"Canoeing Men's Canadian Singles, 1,000 metres",0,0,0,6
AUS,"Canoeing Men's Canadian Doubles, 1,000 metres",0,0,0,8
NZL,Athletics Women's High Jump,0,0,0,1
USA,Judo Women's Lightweight,1,0,0,6
JAM,Boxing Men's Middleweight,0,0,0,2
POL,Judo Men's Extra-Lightweight,0,0,0,4
HUN,Athletics Women's Pole Vault,0,0,0,4
EGY,Shooting Men's Skeet,0,0,0,11
URU,Athletics Men's Long Jump,0,0,0,3
KAZ,Judo Men's Extra-Lightweight,0,1,0,4
KGZ,"Wrestling Men's Bantamweight, Freestyle",0,0,0,1
BUL,Cross Country Skiing Men's 50 kilometres,0,0,0,19
TCH,"Equestrianism Men's Dressage, Individual",0,0,0,10
KEN,Swimming Women's 50 metres Freestyle,0,0,0,1
SUI,Athletics Women's 100 metres,0,0,0,5
MGL,Cross Country Skiing Men's 4 x 10 kilometres Relay,0,0,0,4
TUR,Sailing Women's One Person Dinghy,0,0,0,2
ROU,"Equestrianism Mixed Dressage, Individual",0,0,0,6
ROU,"Equestrianism Mixed Dressage, Team",3,0,0,3
CHN,Boxing Women's Lightweight,0,1,0,1
CHN,Trampolining Men's Individual,3,1,2,1
CHN,Alpine Skiing Women's Giant Slalom,0,0,0,8
CHN,Alpine Skiing Women's Slalom,0,0,0,8
CHN,"Canoeing Women's Kayak Fours, 500 metres",0,0,0,24
CHN,Athletics Women's Heptathlon,0,0,0,4
CMR,Athletics Women's Shot Put,0,0,0,2
SUR,Athletics Men's 100 metres,0,0,0,7
FRG,Cycling Men's Points Race,0,1,0,2
UZB,Boxing Men's Flyweight,0,0,1,3
BUL,"Shooting Men's Air Pistol, 10 metres",1,0,1,8
IRL,Cycling Men's Sprint,0,0,0,3
IRL,"Cycling Men's 1,000 metres Time Trial",0,0,0,2
AUT,Athletics Men's High Jump,0,0,0,6
IRL,Bobsleigh Men's Two,0,0,0,10
USA,Rowing Women's Coxless Fours,0,4,0,0
AUS,Boxing Men's Light-Flyweight,0,0,0,4
NZL,Boxing Men's Lightweight,0,0,0,5
HKG,Table Tennis Women's Team,0,0,0,9
USA,Trampolining Men's Individual,0,0,0,3
IRL,Rowing Men's Coxed Eights,0,0,0,9
LTU,Athletics Men's Marathon,0,0,0,6
HUN,Diving Men's Springboard,0,0,0,9
HUN,Diving Men's Platform,0,0,0,10
GRE,"Shooting Men's Free Pistol, 30 metres",1,0,0,2
GRE,"Shooting Men's Military Pistol, 25 metres",1,0,0,11
FRG,Judo Men's Half-Middleweight,0,1,1,1
YUG,Swimming Men's 100 metres Backstroke,0,0,0,9
YUG,Swimming Men's 4 x 100 metres Medley Relay,0,0,0,4
ESP,Sailing Mixed Two Person Dinghy,0,2,2,2
SUI,Art Competitions Mixed Music,0,0,0,3
AUT,"Speed Skating Women's 3,000 metres",1,1,0,8
AUT,"Speed Skating Women's 5,000 metres",0,0,0,5
AUT,Alpine Skiing Women's Super G,3,1,4,24
AUT,Alpine Skiing Women's Combined,1,4,3,29
AUT,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",0,0,0,2
NGR,"Wrestling Men's Bantamweight, Freestyle",0,0,0,1
GDR,"Wrestling Men's Middleweight, Freestyle",0,0,0,4
GUY,Athletics Men's Triple Jump,0,0,0,1
HAI,Athletics Men's 110 metres Hurdles,0,0,0,6
GRE,Athletics Men's Stone Throw,1,0,1,2
GRE,Athletics Men's Discus Throw,2,2,0,19
GRE,"Athletics Men's Discus Throw, Greek Style",0,1,0,7
MGL,Judo Women's Middleweight,0,0,0,2
MGL,Judo Women's Heavyweight,0,0,0,2
BHU,Archery Men's Individual,0,0,0,13
BHU,Archery Men's Team,0,0,0,6
MGL,Speed Skating Men's 500 metres,0,0,0,5
MGL,Boxing Men's Lightweight,3,0,0,6
MGL,Archery Women's Team,0,0,0,3
MGL,Judo Women's Lightweight,0,1,0,4
NED,"Cycling Women's Mountainbike, Cross-Country",0,0,0,5
HUN,Art Competitions Mixed Literature,0,0,0,5
GRE,Handball Women's Handball,0,0,0,15
FRG,Diving Men's Springboard,0,0,0,11
FRG,Diving Men's Platform,0,0,0,11
GER,Athletics Men's Discus Throw,1,2,3,34
GER,Athletics Men's Pentathlon (Ancient),0,0,0,5
GDR,Athletics Women's Marathon,1,0,0,0
GER,Athletics Women's Marathon,0,0,0,15
FRG,Weightlifting Men's Light-Heavyweight,0,0,0,4
FRG,Weightlifting Men's Heavyweight,0,0,0,2
HAI,Swimming Men's 50 metres Freestyle,0,0,0,1
LAT,Alpine Skiing Men's Downhill,0,0,0,3
HKG,"Shooting Men's Free Rifle, Three Positions, 300 metres",0,0,0,1
HKG,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0,0,0,2
HKG,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",0,0,0,5
BRA,Athletics Women's Pentathlon,0,0,0,2
ANG,Athletics Men's Triple Jump,0,0,0,2
BRA,Freestyle Skiing Women's Aerials,0,0,0,1
BRA,Taekwondo Women's Featherweight,0,0,0,3
BRA,Athletics Women's Javelin Throw,0,0,0,3
BRA,Boxing Men's Heavyweight,0,0,0,2
BRA,Athletics Women's 80 metres Hurdles,0,0,0,2
ROU,Athletics Men's High Jump,0,0,0,11
JPN,"Wrestling Women's Light-Heavyweight, Freestyle",0,0,1,0
SUI,"Athletics Men's 10,000 metres",0,0,0,5
BEN,Judo Men's Middleweight,0,0,0,1
CZE,"Canoeing Men's Kayak Fours, 1,000 metres",8,0,0,8
CZE,"Canoeing Men's Kayak Singles, 1,000 metres",0,1,0,1
CZE,Biathlon Men's 10 kilometres Sprint,1,0,0,21
CZE,Biathlon Men's 12.5 kilometres Pursuit,0,1,0,11
CZE,Biathlon Men's 20 kilometres,0,0,0,22
CZE,Biathlon Men's 4 x 7.5 kilometres Relay,0,0,0,24
CZE,Biathlon Men's 15 kilometres Mass Start,1,0,0,4
TJK,Boxing Men's Light-Flyweight,0,0,0,2
RUS,Cross Country Skiing Women's Team Sprint,2,0,0,4
UKR,Boxing Men's Welterweight,1,1,0,3
GER,Judo Men's Lightweight,0,0,0,6
GER,Cross Country Skiing Men's Team Sprint,0,2,0,4
CHN,"Athletics Men's 1,500 metres",0,0,0,3
TCH,Speed Skating Men's 500 metres,0,0,0,9
TCH,"Speed Skating Men's 1,500 metres",0,0,0,8
MAR,Judo Men's Middleweight,0,0,0,4
SCG,"Canoeing Women's Kayak Singles, 500 metres",0,0,0,1
HUN,"Canoeing Women's Kayak Singles, 200 metres",1,0,0,1
LIB,Swimming Women's 400 metres Freestyle,0,0,0,1
GBR,"Short Track Speed Skating Men's 1,500 metres",0,0,0,6
AHO,Athletics Men's 100 metres,0,0,0,5
BER,Athletics Women's 100 metres,0,0,0,6
BER,Athletics Women's 200 metres,0,0,0,3
CAN,Sailing Men's One Person Heavyweight Dinghy,0,0,0,2
URU,Rowing Men's Single Sculls,1,1,0,8
GBR,"Shooting Men's Free Rifle, Prone, 600 metres",0,0,0,3
CIV,Athletics Men's 100 metres,0,0,0,14
CIV,Athletics Men's 200 metres,0,0,0,6
ALG,Alpine Skiing Women's Downhill,0,0,0,1
GRE,"Shooting Women's Air Pistol, 10 metres",1,0,0,5
GUI,Judo Men's Half-Heavyweight,0,0,0,1
GRE,Volleyball Women's Volleyball,0,0,0,12
AUT,Snowboarding Men's Boardercross,0,0,0,10
LUX,Shooting Men's Double Trap,0,0,0,1
GRE,Athletics Women's 400 metres,0,0,0,2
BLR,Modern Pentathlon Men's Individual,1,0,0,5
EUN,"Canoeing Men's Canadian Doubles, 500 metres",0,0,2,0
KAZ,"Shooting Women's Air Rifle, 10 metres",0,0,0,5
KAZ,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0,0,0,5
UKR,Athletics Men's 100 metres,0,0,0,5
UKR,Weightlifting Women's Super-Heavyweight,0,1,0,5
URS,Rowing Men's Single Sculls,0,1,5,3
NRU,Judo Men's Lightweight,0,0,0,1
POL,Swimming Women's 50 metres Freestyle,0,0,0,4
POL,Swimming Women's 4 x 100 metres Freestyle Relay,0,0,0,4
USA,Lacrosse Men's Lacrosse,0,12,0,0
AUS,"Shooting Mixed Free Pistol, 50 metres",0,0,0,3
GBR,"Athletics Men's 3,000 metres Walk",0,0,0,4
GRE,"Art Competitions Mixed Architecture, Designs For Town Planning",0,0,0,1
BEL,Athletics Men's 10 kilometres Walk,0,0,0,4
IRL,Boxing Men's Featherweight,0,0,0,13
CAN,Weightlifting Women's Flyweight,0,0,0,1
HUN,Rowing Men's Quadruple Sculls,0,0,0,4
SWE,"Canoeing Men's Folding Kayak Singles, 10 kilometres",0,0,0,1
IOA,"Canoeing Men's Kayak Singles, Slalom",0,0,0,2
VIE,"Fencing Women's Foil, Individual",0,0,0,1
VIE,Gymnastics Women's Individual All-Around,0,0,0,1
VIE,Gymnastics Women's Floor Exercise,0,0,0,2
VIE,Gymnastics Women's Horse Vault,0,0,0,3
VIE,Gymnastics Women's Uneven Bars,0,0,0,2
VIE,Gymnastics Women's Balance Beam,0,0,0,3
VIE,Boxing Men's Welterweight,0,0,0,1
VIE,Table Tennis Men's Singles,0,0,0,2
VIE,"Canoeing Women's Kayak Singles, 500 metres",0,0,0,1
SRB,Tennis Men's Singles,1,0,0,6
SRB,Tennis Men's Doubles,0,0,0,8
SCG,Alpine Skiing Men's Giant Slalom,0,0,0,2
SCG,Alpine Skiing Men's Slalom,0,0,0,2
BLR,Athletics Women's 20 kilometres Walk,0,0,0,12
MRI,Athletics Men's Triple Jump,0,0,0,1
CRO,Swimming Men's 100 metres Freestyle,0,0,0,4
CRO,Swimming Men's 50 metres Freestyle,0,1,0,5
CRO,Swimming Men's 100 metres Butterfly,0,0,0,5
GER,Rowing Women's Single Sculls,1,0,1,3
BUL,Weightlifting Women's Flyweight,0,0,0,3
ROU,Athletics Men's Pole Vault,0,0,0,1
TCH,"Art Competitions Mixed Sculpturing, Unknown Event",0,0,0,26
GRE,Weightlifting Men's Heavyweight I,0,0,1,1
SLO,Judo Men's Extra-Lightweight,0,0,0,1
SLO,Judo Men's Lightweight,0,0,0,2
SEN,Boxing Men's Heavyweight,0,0,0,1
GAM,Athletics Men's 4 x 400 metres Relay,0,0,0,4
FRA,"Canoeing Men's Canadian Doubles, 10,000 metres",2,2,2,0
MNE,Boxing Men's Light-Heavyweight,0,0,0,1
SLO,"Cycling Men's Mountainbike, Cross-Country",0,0,0,2
TCH,Figure Skating Mixed Ice Dancing,0,0,0,10
LTU,Athletics Men's Decathlon,0,0,0,1
AUT,Swimming Women's 50 metres Freestyle,0,0,0,4
IRL,Rowing Men's Single Sculls,0,0,0,3
UKR,Judo Men's Half-Lightweight,0,0,0,3
GDR,"Wrestling Men's Light-Flyweight, Greco-Roman",0,0,0,2
GER,Athletics Women's Long Jump,1,0,2,19
BEL,Swimming Women's 50 metres Freestyle,0,0,0,2
GDR,Athletics Men's Triple Jump,0,1,0,3
GDR,Rowing Men's Single Sculls,3,0,1,1
SRB,Boxing Men's Middleweight,0,0,0,1
BEL,"Art Competitions Mixed Literature, Unknown Event",0,0,0,1
GER,"Canoeing Men's Canadian Doubles, 10,000 metres",2,0,0,4
MEX,"Cycling Women's Road Race, Individual",0,0,0,4
FRG,Shooting Mixed Skeet,1,0,1,9
AUT,Judo Women's Half-Middleweight,0,1,0,4
SUI,Sailing Mixed Two Person Dinghy,0,0,0,6
RSA,Diving Women's Springboard,0,0,0,3
RSA,Diving Women's Platform,0,0,0,1
YUG,Gymnastics Women's Team Portable Apparatus,0,0,0,8
GBR,Trampolining Women's Individual,0,1,0,5
FIJ,Athletics Men's 400 metres,0,0,0,5
GRE,Swimming Men's 100 metres Freestyle For Sailors,1,1,1,0
LTU,Figure Skating Mixed Ice Dancing,0,0,0,12
CHI,"Cycling Men's 1,000 metres Time Trial",0,0,0,5
CAN,"Short Track Speed Skating Women's 1,500 metres",0,0,0,10
GRE,"Shooting Men's Trap, Single Shot, 16 metres",0,1,0,5
CIV,Swimming Women's 50 metres Freestyle,0,0,0,2
CYP,Swimming Women's 100 metres Backstroke,0,0,0,1
TCH,"Wrestling Men's Heavyweight, Freestyle",1,1,0,6
BLR,Sailing Women's One Person Dinghy,0,0,0,6
CRO,Bobsleigh Men's Four,0,0,0,14
BEL,Archery Men's Sur La Perche a La Herse,0,1,1,0
HUN,"Athletics Men's 3,500 metres Walk",0,0,0,1
HUN,Athletics Men's 10 kilometres Walk,0,0,0,3
POL,"Speed Skating Men's 10,000 metres",0,0,0,7
UKR,Badminton Men's Singles,0,0,0,5
UKR,Badminton Mixed Doubles,0,0,0,4
CRO,Boxing Men's Light-Heavyweight,0,0,0,4
TJK,Alpine Skiing Men's Super G,0,0,0,3
TJK,Alpine Skiing Men's Giant Slalom,0,0,0,3
TJK,Alpine Skiing Men's Downhill,0,0,0,2
TJK,Alpine Skiing Men's Slalom,0,0,0,2
UKR,Athletics Men's Hammer Throw,1,0,0,14
NZL,Rowing Men's Single Sculls,3,0,3,7
POL,Swimming Men's 200 metres Freestyle,0,0,0,10
POL,Swimming Men's 400 metres Freestyle,1,0,0,15
SEY,Athletics Men's 100 metres,0,0,0,4
CHN,Athletics Women's 100 metres Hurdles,0,0,0,9
CHN,Shooting Men's Trap,0,0,0,7
RSA,Athletics Men's Discus Throw,1,0,0,6
RSA,Modern Pentathlon Men's Team,0,0,0,3
RSA,Swimming Women's 100 metres Butterfly,0,0,0,6
RSA,"Wrestling Men's Featherweight, Freestyle",0,0,0,6
SWZ,Swimming Men's 50 metres Freestyle,0,0,0,4
SWZ,Swimming Men's 100 metres Freestyle,0,0,0,3
SWZ,Swimming Men's 100 metres Backstroke,0,0,0,1
ZIM,Athletics Men's 100 metres,0,0,0,4
ZIM,Athletics Men's 200 metres,0,0,0,6
RSA,Swimming Men's 200 metres Backstroke,0,0,0,2
BEL,Alpine Skiing Women's Slalom,0,0,0,2
RSA,"Wrestling Men's Middleweight, Freestyle",0,0,0,6
RSA,Swimming Women's 10 kilometres Open Water,0,0,0,3
CHN,Rowing Women's Single Sculls,1,0,0,4
CHN,Athletics Men's 800 metres,0,0,0,2
THA,Tennis Women's Doubles,0,0,0,6
COL,Shooting Men's Skeet,0,0,0,2
POR,"Wrestling Men's Flyweight, Greco-Roman",0,0,0,4
POR,Weightlifting Men's Lightweight,0,0,0,1
FRA,"Athletics Women's 3,000 metres Steeplechase",0,0,0,1
BLR,Cross Country Skiing Women's Sprint,0,0,0,8
BLR,Cross Country Skiing Women's 30 kilometres,0,0,0,16
BLR,Cross Country Skiing Women's 15 km Skiathlon,0,0,0,8
GER,Boxing Men's Lightweight,0,2,0,7
ZIM,Athletics Women's 100 metres,0,0,0,3
ZIM,Athletics Women's 200 metres,0,0,0,2
ZIM,Boxing Men's Bantamweight,0,0,0,2
POL,"Wrestling Men's Welterweight, Greco-Roman",2,1,0,9
GEO,Athletics Women's Triple Jump,0,0,0,1
BLR,"Wrestling Men's Lightweight, Greco-Roman",0,0,0,3
USA,"Shooting Men's Air Rifle, 10 metres",0,0,0,18
CAN,Cycling Women's Sprint,0,0,1,7
CAN,Cycling Women's 500 metres Time Trial,0,0,0,3
CZE,Athletics Women's High Jump,0,0,0,8
FRA,Sailing Mixed 3-10 Ton,5,5,1,10
BEL,Cycling Men's BMX,0,0,0,1
BEL,"Weightlifting Men's Unlimited, One Hand",0,0,0,1
BEL,"Weightlifting Men's Unlimited, Two Hands",0,0,0,1
KAZ,Biathlon Women's 4 x 7.5 kilometres Relay,0,0,0,4
KAZ,Biathlon Women's 7.5 kilometres Sprint,0,0,0,13
KAZ,Biathlon Women's 15 kilometres,0,1,0,12
BUL,"Wrestling Men's Featherweight, Freestyle",3,4,0,5
CZE,Alpine Skiing Women's Giant Slalom,0,0,0,12
CZE,Alpine Skiing Women's Slalom,1,0,0,12
CHI,Sailing Men's Two Person Dinghy,0,0,0,4
NED,Athletics Women's 800 metres,1,0,1,13
CHI,Athletics Women's Shot Put,0,0,0,5
LAT,Swimming Men's 100 metres Butterfly,0,0,0,5
AUT,Diving Women's Platform,0,0,0,20
EUN,"Ski Jumping Men's Normal Hill, Individual",0,0,0,4
EUN,"Ski Jumping Men's Large Hill, Individual",0,0,0,4
EUN,"Ski Jumping Men's Large Hill, Team",0,0,0,4
SRB,Athletics Men's Decathlon,0,0,0,2
HUN,"Canoeing Men's Kayak Singles, 200 metres",0,0,0,2
KAZ,Rowing Women's Single Sculls,0,0,0,3
POL,Figure Skating Women's Singles,0,0,0,5
RUS,Shooting Women's Double Trap,0,0,0,4
NGR,Taekwondo Women's Heavyweight,0,0,0,1
IRL,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0,0,0,2
GER,"Ski Jumping Men's Large Hill, Team",0,8,12,8
BER,Triathlon Women's Olympic Distance,0,0,0,3
BEL,Swimming Women's 4 x 200 metres Freestyle Relay,0,0,0,4
FRA,Snowboarding Men's Parallel Slalom,0,0,0,1
FRG,"Speed Skating Women's 1,500 metres",0,0,0,8
FRG,"Speed Skating Women's 3,000 metres",0,0,0,4
FRG,Speed Skating Women's 500 metres,0,0,0,12
FRG,"Speed Skating Women's 1,000 metres",0,0,1,9
BEL,Alpine Skiing Women's Combined,0,0,0,1
SEY,Judo Men's Half-Heavyweight,0,0,0,2
SLO,Swimming Men's 100 metres Breaststroke,0,0,0,5
CAN,"Wrestling Women's Middleweight, Freestyle",0,0,0,4
USA,"Gymnastics Men's Individual All-Around, 4 Events",1,1,1,2
GER,"Athletics Men's 2,500 metres Steeplechase",0,0,0,1
GER,"Athletics Men's 4,000 metres Steeplechase",0,0,0,1
AUS,Athletics Men's Pentathlon,0,0,0,1
GER,Cycling Men's Points Race,1,2,0,3
DOM,Shooting Men's Skeet,0,0,0,2
AUT,Snowboarding Women's Parallel Giant Slalom,1,0,0,15
AUT,Snowboarding Women's Parallel Slalom,0,0,1,3
BLR,"Athletics Women's 1,500 metres",0,0,0,2
YUG,Boxing Men's Middleweight,0,0,0,5
MNE,Sailing Men's One Person Dinghy,0,0,0,2
LAT,Athletics Women's 20 kilometres Walk,0,0,0,6
LAT,Skeleton Men's Skeleton,0,2,0,4
KEN,Boxing Men's Middleweight,1,0,0,3
MGL,Athletics Men's 800 metres,0,0,0,2
ARG,Tennis Women's Doubles,2,0,0,12
AUT,"Shooting Men's Military Rifle, Three Positions, 300 metres",0,0,0,1
AUT,"Shooting Men's Military Rifle, Any Position, 600 metres",0,0,0,1
USA,Shooting Men's Skeet,1,0,2,10
ROU,"Shooting Women's Air Pistol, 10 metres",0,0,0,2
ROU,"Shooting Women's Sporting Pistol, 25 metres",0,0,0,4
ROU,Shooting Men's Trap,0,0,1,4
ROU,Shooting Mixed Trap,0,0,0,4
ROU,"Canoeing Men's Canadian Doubles, 10,000 metres",0,0,0,2
ROU,Judo Women's Extra-Lightweight,0,1,1,3
ROU,Athletics Men's Hammer Throw,0,0,0,1
ROU,Swimming Women's 200 metres Butterfly,0,0,0,5
ROU,"Canoeing Women's Kayak Singles, 500 metres",1,1,0,7
GDR,"Fencing Men's epee, Individual",0,0,0,8
GDR,"Fencing Men's epee, Team",0,0,0,9
LUX,"Wrestling Men's Lightweight, Greco-Roman",0,0,0,3
FRA,Speed Skating Women's 500 metres,0,0,0,6
FRA,"Speed Skating Women's 3,000 metres",0,0,0,5
FRA,"Speed Skating Women's 5,000 metres",0,0,0,1
GER,"Wrestling Men's Lightweight, Greco-Roman",1,1,0,9
UKR,Figure Skating Mixed Team,0,0,0,6
BUL,Rhythmic Gymnastics Women's Individual,0,1,0,12
URS,Swimming Men's 200 metres Individual Medley,1,0,0,5
URS,Swimming Men's 400 metres Individual Medley,1,1,1,8
RUS,Boxing Men's Light-Welterweight,1,0,0,4
ISV,Swimming Women's 100 metres Backstroke,0,0,0,2
ISV,Swimming Women's 200 metres Backstroke,0,0,0,1
URS,Nordic Combined Men's Team,0,0,0,2
EUN,Nordic Combined Men's Team,0,0,0,3
EUN,Nordic Combined Men's Individual,0,0,0,4
KEN,Swimming Men's 50 metres Freestyle,0,0,0,2
KEN,Swimming Men's 100 metres Freestyle,0,0,0,2
KEN,Swimming Men's 100 metres Butterfly,0,0,0,3
GER,Shooting Mixed Skeet,0,0,0,3
GDR,Athletics Men's 50 kilometres Walk,1,1,2,8
USA,Biathlon Women's 12.5 kilometres Mass Start,0,0,0,1
BER,"Equestrianism Mixed Dressage, Individual",0,0,0,2
PAN,Athletics Women's 80 metres Hurdles,0,0,0,1
GUM,"Wrestling Women's Middleweight, Freestyle",0,0,0,2
ECU,"Shooting Men's Rapid-Fire Pistol, 25 metres",0,0,0,1
IRL,"Wrestling Men's Bantamweight, Freestyle",0,0,0,1
CAN,"Fencing Women's epee, Individual",0,0,0,7
LTU,"Canoeing Men's Kayak Singles, 500 metres",0,0,0,3
VIE,Athletics Women's High Jump,0,0,0,2
VNM,"Shooting Mixed Free Pistol, 50 metres",0,0,0,4
VIE,Athletics Men's Triple Jump,0,0,0,1
PNG,"Athletics Men's 10,000 metres",0,0,0,3
PNG,Athletics Men's Marathon,0,0,0,4
BEL,Athletics Men's Standing High Jump,0,1,0,1
BEL,Athletics Men's Standing Long Jump,0,0,0,2
BEL,Shooting Men's Double Trap,0,0,0,2
EUN,"Wrestling Men's Lightweight, Greco-Roman",0,1,0,0
MEX,"Cycling Men's Individual Pursuit, 4,000 metres",0,0,0,3
COL,Cycling Men's Madison,0,0,0,2
ANZ,Swimming Women's 100 metres Freestyle,0,1,1,0
VEN,"Wrestling Men's Lightweight, Freestyle",0,0,0,1
FRA,Gymnastics Women's Team Portable Apparatus,0,0,0,8
DMA,Athletics Men's Triple Jump,0,0,0,2
GBR,"Shooting Men's Free Pistol, 50 metres, Team",4,0,0,0
GBR,"Shooting Men's Dueling Pistol, 30 metres, Team",4,0,0,0
BUL,Rowing Women's Coxed Fours,0,10,0,8
MRI,Boxing Men's Bantamweight,1,0,0,3
SWE,Sailing Men's Skiff,0,0,0,2
TCH,Figure Skating Women's Singles,1,0,0,13
SUD,"Athletics Women's 3,000 metres Steeplechase",0,0,0,1
MEX,"Canoeing Women's Kayak Singles, 500 metres",0,0,0,2
MEX,"Canoeing Women's Kayak Fours, 500 metres",0,0,0,4
FRA,"Athletics Women's 3,000 metres",0,0,0,5
FRG,Alpine Skiing Men's Downhill,0,0,0,21
SUI,"Canoeing Men's Canadian Singles, Slalom",0,0,0,2
ZAM,Swimming Men's 400 metres Freestyle,0,0,0,1
ZAM,"Swimming Men's 1,500 metres Freestyle",0,0,0,1
